Name,Gender,Personality,Specie,Birthday,Catchphrase,Skill,Goal,Coffee,Milk,Sugar,Style,Favorite Song,pngurl,search
Kitt,Female,Normal,Kangaroo,October 11,child,Whistling,Cartoonist,Blend,The regular amount of milk,Two spoonfuls of sugar,Official,K.K. Chorale,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a8/-Kitt_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708031953""",kitt
Kitty,Female,Snooty,Cat,February 15,mrowrr,Writing Letters,CEO,Kilimanjaro,No Milk,No Sugar,Official,K.K. Étude,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/64/Kitty_NewLeaf_Official.png/revision/latest?cb=20130721192521""",kitty
Klaus,Male,Smug,Bear,March 31,strudel,Debating,Politician,Blue Mountain,Just a little bit of milk,1 spoonful of sugar,Historical,K.K. Milonga,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/e1/Klaus.png/revision/latest?cb=20161211212842""",klaus
Knox,Male,Cranky,Chicken,November 23,cluckling,Calculating tips,Firefighter,Blend,Lots of milk,Three spoonfuls of sugar,Iconic,K.K. Aria,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/c4/Knox_NewLeaf_Official.png/revision/latest?cb=20130721192717""",knox
Kody,Male,Jock,Cub,September 28,grah-grah,Eating frequently,Baseball player,Mocha,Lots of milk,Three spoonfuls of sugar,Sporty,K.K. Country,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/Kody_NewLeaf_Official.png/revision/latest?cb=20130721212358""",kody
Kyle,Male,Smug,Wolf,December 6,alpha,Typing,Singer,Blue Mountain,Regular amount of milk,Two spoonfuls of sugar,Rock 'n' roll,K.K. Adventure,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/cf/NH-icon-Kyle_00.png/revision/latest?cb=20200224182134""",kyle
Leonardo,Male,Jock,Tiger,May 15,flexin,Playing Catch,Soccer player,Mocha,A little bit of milk,One spoonful of sugar,Sporty,K.K. Safari,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/0a/Leonardo_NH.png/revision/latest?cb=20200308194554""",leonardo
Leopold,Male,Smug,Lion,August 14,lion cub,Debating,Professor,Mocha,Lots of milk,3 spoonfuls of sugar,,Mr. K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/7a/Leopold_HD.png/revision/latest?cb=20180518164503""",leopold
Lily,Female,Normal,Frog,February 4,toady,Calligraphy,Professor,Mocha,Just a little bit of milk,One spoonful of sugar,Cute,K.K. Salsa,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/87/Nhlily.png/revision/latest?cb=20200223062309""",lily
Limberg,Male,Cranky,Mouse,October 17,squinky,Making faces,Mayor,Mocha,No milk,No sugar,Historical,K.K. Folk,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/53/Limberg_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708040543""",limberg
Lionel,Male,Smug,Lion,July 29,precisely,Drawing circles,Professor,Mocha,Lots of milk,Three spoonfuls of sugar,Historical,K.K. Moody,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/02/Lionel_HD.png/revision/latest?cb=20180518164514""",lionel
Lobo,Male,Cranky,Wolf,November 5,ah-rooooo,Fishing,Forest ranger,Blend,Lots of milk,Three spoonfuls of sugar,Historical,K.K. Safari,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/46/NH-icon-Lobo_00.png/revision/latest?cb=20200224182155""",lobo
Lolly,Female,Normal,Cat,March 27,bonbon,Peeling Apples,Chef,Mocha,Just a little bit of milk,One spoonful of sugar,Basic,K.K. Stroll,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/64/Lolly_NewLeaf_Official.png/revision/latest?cb=20130721193353""",lolly
Lopez,Male,Smug,Deer,August 20,buckaroo,Debating,CEO,Blend,Just a little bit of milk,One spoonful of sugar,Flashy,K.K. Milonga,"https://vignette.wikia.nocookie.net/animalcrossing/images/2/20/Lopez_HD.png/revision/latest?cb=20180518161521""",lopez
Louie,Male,Jock,Gorilla,March 26,hoo hoo ha,Doing handstands,Rugby player,Blue Mountain,No milk,No sugar,Sporty,,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/e1/Louie_HD.png/revision/latest?cb=20180410104451""",louie
Lucha,Male,Smug,Bird,December 12,cacaw,Making faces,Pro wrestler,Blend,Lots of milk,Three spoonfuls of sugar,Sporty,K.K. Western,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/Lucha.png/revision/latest?cb=20161211212403""",lucha
Lucky,Male,Lazy,Dog,November 4,rrr-owch,Forgetting stuff,Doctor,Mocha,The regular amount of milk,Two spoonfuls of sugar,Flashy,K.K. Dirge,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/0f/Lucky_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130901115838""",lucky
Lucy,Female,Normal,Pig,June 2,snoooink,Baton twirling,Tour guide,Mocha,No milk,No sugar,Cute,Comrade K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/Lucy_NewLeaf_Official.png/revision/latest?cb=20130721193539""",lucy
Lyman,Male,Jock,Koala,October 12,chips,Forgetting stuff,Astronaut,Mocha,No milk,No sugar,Official,K.K. Island,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a0/Lyman_HD.png/revision/latest?cb=20180518164248""",lyman
Mac,Male,Jock,Dog,November 11,woo woof,Doing chin-ups,Boxer,Blend,No Milk,No Sugar,Sporty,My Place,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/1c/Mac_NewLeaf_Official.png/revision/latest?cb=20130818041235""",mac
Maddie,Female,Peppy,Dog,January 11,yippee,Tongue twisters,Tour Guide,Blue mountain,lots of milk,3 spoonfuls of sugar,,Forest Life,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/52/Maddie_HD.png/revision/latest?cb=20180518161841""",maddie
Maelle,Female,Snooty,Duck,April 8,duckling,Stomping Around,Makeup Artist,Blend,No Milk,No Sugar,Modern,Cafe K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/86/Maelle_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708041205""",maelle
Maggie,Female,Normal,Pig,September 3,schep,Memorizing stuff,Gymnast,Blend,The regular amount of milk,2 spoonfuls of sugar,,Forest Life,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/7a/MaggieACNL.png/revision/latest?cb=20161211202332""",maggie
Mallary,Female,Snooty,Duck,November 17,quackpth,Debating,Esthetician,Blend,No Milk,No Sugar,Modern,K.K. Bossa,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/fe/Mallary_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708041258""",mallary
Maple,Female,Normal,Cub,June 15,honey,Writing letters,Architect,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Basic,I Love You,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/Maple_NewHorizons.png/revision/latest?cb=20200407222355""",maple
Margie,Female,Normal,Elephant,January 28,tootie,Playing old maid,Pastry chef,Blend,No Milk,No Sugar,Iconic,K.K. Bossa,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/80/Margie_NewLeaf_Official.png/revision/latest?cb=20130721194145""",margie
Marcel,Male,Lazy,Dog,December 31,non,Eating frequently,Artist,Mocha,The regular amount of milk,Two spoonfuls of sugar,Iconic,Comrade K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/44/Marcel_NewLeaf_Official.png/revision/latest?cb=20130721193940""",marcel
Marcie,Female,Normal,Kangaroo,May 31,pouches,Memorizing,Teacher,Mocha,No Milk,No Sugar,Cute,K.K. Aria,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/Marcie_HD.png/revision/latest?cb=20180518163852""",marcie
Marina,Female,Normal,Octopus,June 26,blurp,Tongue twisters,Pharmacist,Blue Mountain,Lots of milk,Three spoonfuls of sugar,Official,Soulful K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/96/NH-icon-Marina-00.png/revision/latest?cb=20200224185328""",marina
Marshal,Male,Smug,Squirrel,September 29,sulky,Mental math,Designer,Kilimanjaro,A little bit of milk,One spoonful of sugar,Ornate,Space K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/Marshal_NH.png/revision/latest?cb=20200317171946""",marshal
Mathilda,Female,Snooty,Kangaroo,November 12,wee baby,Pretending to sleep,Writer,Blue Mountain,Just a little bit of milk,One spoonful of sugar,Rock 'n' roll,K.K. Ragtime,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/3d/Mathilda_NewLeaf_Official.png/revision/latest?cb=20130721194455""",mathilda
Megan,Female,Normal,Bear,March 13,sundae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/3d/Megan_1.png/revision/latest?cb=20200318011936""",megan
Melba,Female,Normal,Koala,April 12,toasty,Yo-yoing,Professor,Mocha,No milk,No sugar,Basic,K.K. Ragtime,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/6d/Melba_NewLeaf_Official.png/revision/latest?cb=20130721194654""",melba
Merengue,Female,Normal,Rhino,March 19,shortcake,Doodling,Pastry chef,Blend,A little bit of milk,One spoonful of sugar,Official,K.K. Stroll,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/0c/Merengue_NH.png/revision/latest?cb=20200321211014""",merengue
Merry,Female,Peppy,Cat,June 29,mweee,Vaulting,Figure Skater,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Cute,DJ K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/Merry_NewLeaf_Official.png/revision/latest?cb=20130721194909""",merry
Midge,Female,Normal,Bird,March 12,tweedledee,Tongue twisters,Artist,Blend,Lots of milk,Three spoonfuls of sugar,Iconic,K.K. Lullaby,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/15/Midge_NewLeaf_Official.png/revision/latest?cb=20130721195051""",midge
Mint,Female,Snooty,Squirrel,May 2,ahhhhhh,Cramming for tests,Architect,Blend,No milk,No sugar,Official,K.K. Soul,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/5b/Mint_NH.png/revision/latest?cb=20200309012012""",mint
Mira,Female,Sisterly,Rabbit,July 6,cottontail,Telling jokes,Makeup artist,Kilimanjaro,A little bit of milk,One spoonful of sugar,Rock 'n' roll,K.K. Tango,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/d1/Mira_NH.png/revision/latest?cb=20200307202330""",mira
Miranda,Female,Snooty,Duck,April 23,quackulous,Subsistence Living,Model,Blend,No Milk,No Sugar,Ornate,K.K. Sonata,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/04/Miranda_NewLeaf_Official.png/revision/latest?cb=20130818041459""",miranda
Mitzi,Female,Normal,Cat,September 25,mew,Hula Dancing,Lawyer,Mocha,Just a little bit of milk,One spoonful of sugar,Rustic,K.K. Swing,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/65/Mitzinewleaf.png/revision/latest?cb=20130719080515""",mitzi
Moe,Male,Lazy,Cat,January 12,myawn,Fishing,CEO,Kilimanjaro,No Milk,No Sugar,Sporty,K.K. Ragtime,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/cc/Moe.png/revision/latest?cb=20180625223045""",moe
Molly,Female,Normal,Duck,March 7,quackidee,Drawing circles,Florist,Blue Mountain,Lots of milk,Three spoonfuls of sugar,Official,K.K. Ballad,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/Molly2-0.png/revision/latest?cb=20170102115318""",molly
Monique,Female,Snooty,Cat,September 30,pffffft,Juggling,Drummer,Kilimanjaro,No Milk,No Sugar,Ornate,K.K. Swing,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/e7/-Monique_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708010412""",monique
Monty,Male,Cranky,Monkey,December 7,g'tang,Yo-yoing,Detective,Mocha,The regular amount of milk,Two spoonfuls of sugar,Iconic,Pondering,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/87/Monty_NewLeaf_Official.png/revision/latest?cb=20130721195344""",monty
Moose,Male,Jock,Mouse,September 13,shorty,Telling jokes,Mayor,Mocha,No milk,No sugar,Flashy,Agent K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/02/Moose_NewLeaf_Official.png/revision/latest?cb=20130721195504""",moose
Mott,Male,Jock,Lion,July 10,cagey,Mental math,Lawyer,Blue Mountain,No Milk,No Sugar,Iconic,Marine Song 2001,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/38/Mott_NewLeaf_Official.png/revision/latest?cb=20130721195620""",mott
Muffy,Female,Sisterly,Sheep,February 14,nightshade,Writing about pickles,Dermatologist,Mocha,No milk,No sugar,Ornate,K.K. Sonata,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/16/Muffy_NH.png/revision/latest?cb=20200317165954""",muffy
Murphy,Male,Cranky,Cub,December 29,laddie,Brainteasers,Teacher,Blend,A little bit of milk,1 spoonful of sugar,,[[K.K. D & B ACPondering NL]],"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a7/Murphy_HD.png/revision/latest?cb=20180518161146""",murphy
Nan,Female,Normal,Goat,August 24,kid,Playing horseshoes,Illustrator,Blue Mountain,No Milk,No Sugar,Basic,K.K. Étude,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/56/Nan_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20160930053504""",nan
Nana,Female,Normal,Monkey,August 23,po po,Making crafts,Judge,Kilimanjaro,Just a little bit of milk,One spoonful of sugar,Cute,K.K. Dixie,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/98/Nana_NewLeaf_Official.png/revision/latest?cb=20130818041645""",nana
Naomi,Female,Snooty,Cow,February 28,moolah,Photography,Designer,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Modern,K.K. Milonga,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/37/Naomi_HHD.png/revision/latest?cb=20160624002846""",naomi
Nate,Male,Lazy,Bear,August 16,yawwwn,Playing horseshoes,Sumo wrestler,Mocha,No Milk,No Sugar,Basic,K.K. Lullaby,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/ff/Nate.png/revision/latest?cb=20130718135921""",nate
Nibbles,Female,Peppy,Squirrel,July 19,niblet,Juggling,Journalist,Mocha,The regular amount of milk,Two spoonfuls of sugar,Cute,K.K. Technopop,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NIbbles_NH.png/revision/latest?cb=20200309020910""",nibbles
Norma,Female,Normal,Cow,September 20,hoof hoo,Karaoke,Teacher,Mocha,Lots of milk,Three spoonfuls of sugar,,Mountain Song,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/65/Norma_HD.png/revision/latest?cb=20180518161005""",norma
Octavian,Male,Cranky,Octopus,September 20,sucker,Trivia,Fisherman,Blend,No milk,No sugar,Official,K.K. D & B,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/ce/NH-icon-Octarian-01.png/revision/latest?cb=20200224185303""",octavian
O'Hare,Male,Smug,Rabbit,July 24,amigo,Air guitar,Musician,Blend,No milk,No sugar,Modern,K.K. Island,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/81/O%27_Hare_NH.png/revision/latest?cb=20200311015610""",o'hare
Olaf,Male,Smug,Anteater,May 19,whiffa,Dancing,Dancer,Blend,No Milk,No Sugar,Official,K.K. Milonga,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/66/Olaf_HD.png/revision/latest?cb=20180710230500""",olaf
Olive,Female,Normal,Cub,July 12,sweet pea,Dancing,Pastry Chef,Blue Mountain,No milk,No sugar,Basic,Café K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/c4/Olive_HD.png/revision/latest?cb=20180518161153""",olive
Olivia,Female,Snooty,Cat,February 3,purrr,Brainteasers,Drummer,Kilimanjaro,No Milk,No Sugar,Modern,Two Days Ago,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/-Olivia_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708015450""",olivia
Opal,Female,Snooty,Elephant,January 20,snoot,Memorizing,Doctor,Blue Mountain,Lots of milk,Three spoonfuls of sugar,Official,Forest Life,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/Opal_NewLeaf_Official.png/revision/latest?cb=20130721200200""",opal
Ozzie,Male,Lazy,Koala,May 7,ol' bear,Baton twirling,Pro golfer,Kilimanjaro,Lots of milk,Three spoonfuls of sugar,Iconic,Mr. K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a6/Ozzie_NewLeaf_Official.png/revision/latest?cb=20130818041815""",ozzie
Pancetti,Female,Snooty,Pig,November 14,sooey,Forgetting,President,Blue Mountain,A little bit of milk,One spoonful of sugar,Modern,K.K. Fusion,"https://vignette.wikia.nocookie.net/animalcrossing/images/e/ec/Pancetti_NH.png/revision/latest?cb=20200312184214""",pancetti
Pango,Female,Peppy,Anteater,November 9,snooooof,Tongue twister,Esthetician,Kilimanjaro,Just a little bit of milk,One spoonful of sugar,Modern,K.K. Casbah,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/ab/Pango_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708042249""",pango
Papi,Male,Lazy,Horse,January 10,haaay,Ventriloquism,Cartoonist,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Basic,Hypno K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a8/Papi.png/revision/latest?cb=20180312015617""",papi
Paolo,Male,Lazy,Elephant,May 5,pal,Competitive eating,Hair Stylist,Mocha,The regular amount of milk,2 spoonfuls of sugar,,,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/b1/Paolo_HD.png/revision/latest?cb=20180506195048""",paolo
Pashmina,Female,Sisterly,Goat,December 26,kidders,Eating frequently,Pro golfer,Mocha,Lots of milk,Three spoonfuls of sugar,Modern,K.K. Tango,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/3c/Pashmina_newest.png/revision/latest?cb=20170102165003""",pashmina
Pate,Female,Peppy,Duck,February 23,quackle,Pretending to sleep,Archaeologist,Mocha,The regular amount of milk,Two spoonfuls of sugar,Modern,K.K. Steppe,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/c8/Pate_NewLeaf_Official.png/revision/latest?cb=20130721201210""",pate
Patty,Female,Peppy,Cow,May 10,how-now,Competitive eating,Pastry chef,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Modern,K.K. Calypso,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/86/Patty_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708042313""",patty
Paula,Female,Sisterly,Bear,March 22,yodelay,Baton twirling,Volleyball player,Kilimanjaro,Lots of milk,Three spoonfuls of sugar,Flashy,K.K. Dixie,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/Rachel.png/revision/latest?cb=20130520235305""",paula
Peaches,Female,Normal,Horse,November 28,neighbor,Fishing,Florist,Kilimanjaro,No milk,No sugar,Cute,K.K. Song,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/b0/PeachesNH.jpeg/revision/latest?cb=20200328003723""",peaches
Peanut,Female,Peppy,Squirrel,June 8,slacker,Hula dancing,Model,Mocha,The regular amount of milk,Two sugar,Cute,K.K. Salsa,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/f0/NH-Peanut-Render.png/revision/latest?cb=20200321142849""",peanut
Pecan,Female,Snooty,Squirrel,September 10,chipmunk,Forgetting,Translator,Blend,No milk,No sugar,Official,Café K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/6/60/Pecan_NH.png/revision/latest?cb=20200309020952""",pecan
Peck,Male,Jock,Bird,July 25,crunch,Rock Paper Scissors,Firefighter,Blend,Lots of milk,Three spoonfuls of sugar,Sporty,Forest Life,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/51/HNI_0009.png/revision/latest?cb=20161229005802""",peck
Peewee,Male,Cranky,Gorilla,September 11,li'l dude,Karaoke,Pro wrestler,Blend,Just a little bit of milk,One spoonful of sugar,Sporty,K.K. Rally,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/5d/Peewee_NewLeaf_Official.png/revision/latest?cb=20130721202151""",peewee
Peggy,Female,Peppy,Pig,May 23,shweetie,Stomping around,Movie star,Blue Mountain,A little bit of milk,One spoonful of sugar,Sporty,K.K. Bossa,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/02/Peggy_NewLeaf_Official.png/revision/latest?cb=20130721202313""",peggy
Pekoe,Female,Normal,Cub,May 18,bud,Doodling,Aesthetician,Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar,Iconic,Imperial K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/df/Pekoe_NH.png/revision/latest?cb=20200409060010""",pekoe
Penelope,Female,Peppy,Mouse,February 5,oh bow,Photography,Actor,Kilimanjaro,A lot of milk,Three spoonfuls of sugar,Cute,Bubblegum K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/15/Penelope_NH.png/revision/latest?cb=20200321211853""",penelope
Phil,Male,Smug,Ostrich,November 27,hurk,Beat boxing,Baseball player,Mocha,The regular amount of milk,Two spoonfuls of sugar,Iconic,Steep Hill,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/f2/Phil_NH.png/revision/latest?cb=20200308185050""",phil
Phoebe,Female,Sisterly,Ostrich,April 22,sparky,Eating frequently,Swimmer,Kilimanjaro,Just a little bit of milk,One spoonful of sugar,Ornate,K.K. Flamenco,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/50/Phoebe_NH.png/revision/latest?cb=20200308185133""",phoebe
Pierce,Male,Jock,Eagle,January 8,hawkeye,Playing catch,Rugby player,Kilimanjaro,Just a little bit of milk,One spoonful of sugar,Sporty,K.K. Étude,"https://vignette.wikia.nocookie.net/animalcrossing/images/8/80/Pierce_NH.png/revision/latest?cb=20200227200120""",pierce
Pietro,Male,Smug,Sheep,April 19,honk honk,Making Crafts,Artist,Blue Mountain,A little bit of milk,One spoonful of sugar,Flashy,K.K. Parade,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/fb/Pietro_NH.png/revision/latest?cb=20200317165840""",pietro
Pinky,Female,Peppy,Bear,September 9,wah,Hula dancing,Cartoonist,Blend,The regular amount of milk,Two spoonfuls of sugar,Cute,Imperial K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/1/1b/Pinky_NewLeaf_Official.png/revision/latest?cb=20130721202731""",pinky
Piper,Female,Peppy,Bird,April 18,chickadee,Board games,Translator,Blend,Lots of milk,3 spoonfuls of sugar,,K.K. Synth,"https://vignette.wikia.nocookie.net/animalcrossing/images/9/9a/Piper_HD.png/revision/latest?cb=20180518160447""",piper
Pippy,Female,Peppy,Rabbit,June 14,li'l hare,Debating,Superhero,Blue Mountain,Lots of milk,Three spoonfuls of sugar,Basic,K.K. Mambo,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/Pippy_NH.png/revision/latest?cb=20200311014506""",pippy
Plucky,Female,Sisterly,Chicken,October 12,chicky-poo,Hula dancing,Dancer,Mocha,A little bit of milk,1 spoonful of sugar,,K.K. Island,"https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/Plucky_HD.png/revision/latest?cb=20180518160940""",plucky
Pompom,Female,Peppy,Duck,February 11,rah rah,Trivia,CEO,Mocha,The regular amount of milk,Two spoonfuls of sugar,Cute,K.K. Jazz,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/c3/Pompom_NewHorizons.png/revision/latest?cb=20200406221127""",pompom
Poncho,Male,Jock,Cub,January 2,li'l bear,Making puns,Astronaut,Mocha,Lots of milk,Three spoonfuls of sugar,Basic,K.K. Condor,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/Poncho_NewLeaf_Official.png/revision/latest?cb=20130721204234""",poncho
Poppy,Female,Normal,Squirrel,August 5,nutty,Making Budgets,Stylist,Kilimanjaro,A little bit of milk,One spoonful of sugar,Modern,K.K. Lullaby,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/c4/Poppy_NH.png/revision/latest?cb=20200309021015""",poppy
Portia,Female,Snooty,Dog,October 25,ruffian,Photography,Stylist,Mocha,The regular amount of milk,Two spoonfuls sugar,Modern,Café K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/b/b4/Portia_NewLeaf_Official.png/revision/latest?cb=20130721204752""",portia
Prince,Male,Lazy,Frog,July 21,burrup,Playing old maid,Carpenter,Kilimanjaro,No Milk,No Sugar,Historical,To the Edge,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/7b/Prince_NewLeaf_Official.png/revision/latest?cb=20130721204925""",prince
Puck,Male,Lazy,Penguin,February 21,brrrrrrrrr,Doing handstands,Superhero,Blend,A little bit of milk,One sugar,Sporty,K.K. Casbah,"https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/PuckNH.png/revision/latest?cb=20200330231824""",puck
Puddles,Female,Peppy,Frog,January 13,splish,Limboing,Tennis player,Blue Mountain,The regular amount of milk,Two spoonfuls of sugar,Ornate,K.K. Ballad,"https://vignette.wikia.nocookie.net/animalcrossing/images/d/d1/Puddles_NewLeaf_Official.png/revision/latest?cb=20130721205303""",puddles
Pudge,Male,Lazy,Cub,June 11,pudgy,Blowing bubbles,Chef,Blend,Just a little bit of milk,One spoonful of sugar,Historical,Rockin' K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/7/72/Pudge_NewLeaf_Official.png/revision/latest?cb=20130721205448""",pudge
Punchy,Male,Lazy,Cat,April 11,mrmpht,Staying awake,Cartoonist,Kilimanjaro,No Milk,No Sugar,Basic,K.K. Love Song,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/c2/-Punchy_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708013206""",punchy
Purrl,Female,Snooty,Cat,May 29,kitten,Writing backward,Movie director,Kilimanjaro,No Milk,No Sugar,Iconic,K.K. Swing,"https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/Purrlypurl.png/revision/latest?cb=20130719081804""",purrl
Queenie,Female,Snooty,Ostrich,November 13,chicken,Hitting snooze,Dancer,Kilimanjaro,A little bit of milk,One spoonful of sugar,Ornate,K.K. Gumbo,"https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/Queenie_NH.png/revision/latest?cb=20200308185226""",queenie
Quillson,Male,Smug,Duck,December 22,ridukulous,Skimming books,Musician,Kilimanjaro,Just a little bit of milk,One spoonful of sugar,Sporty,K.K. Groove,"https://vignette.wikia.nocookie.net/animalcrossing/images/5/5b/Quillson_HD.png/revision/latest?cb=20180518162105""",quillson
Raddle,Male,Lazy,Frog,June 6,aaach-,Pretending to sleep,Doctor,Blend,Lots of milk,3 spoonfuls of sugar,,Mr. K.K.,"https://vignette.wikia.nocookie.net/animalcrossing/images/3/32/Raddle_HD.png/revision/latest?cb=20180518162935""",raddle
Rasher,Male,Cranky,Pig,April 7,swine,Staying up late,CEO,Blue Mountain,A little bit of milk,One spoonful of sugar,Rock 'n' roll,K.K. Faire,"https://vignette.wikia.nocookie.net/animalcrossing/images/c/cd/Rasher_-_Animal_Crossing_New_Leaf.png/revision/latest?cb=20130708042943""",rasher
Raymond,Male,Smug,Cat,October 1,crisp,Rapping,Fashion Designer,Unknown,Unknown,Unknown,Civic,K.K. Cruisin',"https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/Raymond_NH.png/revision/latest?cb=20200317174731""",raymond
